game_pk,game_date,season,home_team,away_team,home_runs_scored,away_runs_scored,total_runs,home_runs_hit,strikeouts,walks,hits,total_pitches,avg_exit_velocity,n_barrels,n_bbe,barrel_rate,hr_h_ratio,game_start_utc
531444,2018-09-01,2018,ATH,SEA,7,8,15,2,23,8,18,337,85.6,6,50,0.12,0.1111,2018-09-02T01:05:00Z
531445,2018-09-01,2018,CLE,TB,3,5,8,2,18,5,22,292,86.8,3,53,0.0566,0.0909,2018-09-01T23:10:00Z
531446,2018-09-01,2018,MIA,TOR,6,3,9,2,9,3,14,260,80.8,3,55,0.0545,0.1429,2018-09-01T23:10:00Z
531447,2018-09-02,2018,LAD,AZ,3,2,5,2,21,11,10,299,82.5,3,40,0.075,0.2,2018-09-02T20:10:00Z
531448,2018-09-02,2018,KC,BAL,9,1,10,1,17,3,20,271,84.6,7,50,0.14,0.05,2018-09-02T18:15:00Z
531449,2018-09-02,2018,CWS,BOS,8,0,8,2,24,7,20,317,83.7,2,46,0.0435,0.1,2018-09-02T18:10:00Z
531450,2018-09-02,2018,PHI,CHC,1,8,9,3,25,4,19,324,82.1,3,46,0.0652,0.1579,2018-09-02T17:35:00Z
531451,2018-09-02,2018,STL,CIN,4,6,10,2,15,17,16,365,82.2,2,58,0.0345,0.125,2018-09-02T18:15:00Z
531452,2018-09-02,2018,SD,COL,3,7,10,1,16,6,16,277,84.1,5,53,0.0943,0.0625,2018-09-02T20:10:00Z
531453,2018-09-02,2018,NYY,DET,7,11,18,4,21,9,26,349,83.4,3,56,0.0536,0.1538,2018-09-02T17:05:00Z
531454,2018-09-02,2018,HOU,LAA,4,2,6,2,16,11,14,325,81.2,2,49,0.0408,0.1429,2018-09-03T00:05:00Z
531455,2018-09-02,2018,WSH,MIL,4,9,13,3,16,13,19,334,82.2,3,56,0.0536,0.1579,2018-09-02T17:35:00Z
531456,2018-09-02,2018,TEX,MIN,18,4,22,8,12,5,27,339,84.1,9,64,0.1406,0.2963,2018-09-02T19:05:00Z
531457,2018-09-02,2018,SF,NYM,1,4,5,1,15,3,9,235,83.7,1,47,0.0213,0.1111,2018-09-02T20:05:00Z
531458,2018-09-02,2018,ATL,PIT,5,1,6,1,12,3,14,252,86.1,3,53,0.0566,0.0714,2018-09-02T21:05:00Z
531459,2018-09-02,2018,ATH,SEA,8,2,10,2,13,7,17,268,85.6,3,53,0.0566,0.1176,2018-09-02T20:05:00Z
531460,2018-09-02,2018,CLE,TB,4,6,10,2,18,6,19,295,85.5,3,52,0.0577,0.1053,2018-09-02T20:10:00Z
531461,2018-09-02,2018,MIA,TOR,1,6,7,1,20,5,14,299,83.4,3,47,0.0638,0.0714,2018-09-02T17:10:00Z
531462,2018-09-03,2018,SEA,BAL,2,1,3,1,19,4,8,265,82.4,2,39,0.0513,0.125,2018-09-04T01:10:00Z
531463,2018-09-03,2018,ATL,BOS,2,8,10,1,15,12,18,345,83.5,0,57,0.0,0.0556,2018-09-03T17:05:00Z
531464,2018-09-03,2018,MIL,CHC,4,3,7,1,21,6,13,292,82.5,2,44,0.0455,0.0769,2018-09-03T18:10:00Z
531465,2018-09-03,2018,PIT,CIN,5,1,6,3,11,1,16,251,81.7,0,54,0.0,0.1875,2018-09-03T17:35:00Z
531466,2018-09-03,2018,CWS,DET,4,2,6,5,16,4,10,272,82.2,4,45,0.0889,0.5,2018-09-03T18:10:00Z
531467,2018-09-03,2018,CLE,KC,1,5,6,5,18,2,15,281,86.6,6,49,0.1224,0.3333,2018-09-03T20:10:00Z
531468,2018-09-03,2018,TEX,LAA,1,3,4,1,15,6,13,289,83.8,5,51,0.098,0.0769,2018-09-04T00:05:00Z
531469,2018-09-03,2018,HOU,MIN,4,1,5,2,18,5,12,274,82.9,1,46,0.0217,0.1667,2018-09-03T18:10:00Z
531470,2018-09-03,2018,LAD,NYM,2,4,6,2,13,5,18,319,81.6,2,55,0.0364,0.1111,2018-09-04T00:10:00Z
531471,2018-09-03,2018,ATH,NYY,6,3,9,2,21,7,14,283,81.6,2,44,0.0455,0.1429,2018-09-03T20:05:00Z
531472,2018-09-03,2018,MIA,PHI,3,1,4,1,17,1,10,228,82.0,3,42,0.0714,0.1,2018-09-03T17:10:00Z
531473,2018-09-03,2018,AZ,SD,2,6,8,2,16,11,12,307,81.7,3,48,0.0625,0.1667,2018-09-04T00:10:00Z
531474,2018-09-03,2018,COL,SF,9,8,17,6,22,3,22,313,84.8,5,51,0.098,0.2727,2018-09-03T19:10:00Z
531475,2018-09-03,2018,WSH,STL,4,3,7,3,25,13,13,344,83.9,2,45,0.0444,0.2308,2018-09-03T17:05:00Z
531476,2018-09-03,2018,TOR,TB,1,7,8,1,15,5,15,254,83.0,1,50,0.02,0.0667,2018-09-03T23:07:00Z
531477,2018-09-04,2018,SEA,BAL,3,5,8,2,11,7,22,302,84.0,4,62,0.0645,0.0909,2018-09-05T02:10:00Z
531478,2018-09-04,2018,ATL,BOS,1,5,6,1,18,12,12,323,81.9,0,48,0.0,0.0833,2018-09-04T23:35:00Z
531479,2018-09-04,2018,MIL,CHC,11,1,12,0,18,10,16,332,80.9,0,49,0.0,0.0,2018-09-05T00:10:00Z
531480,2018-09-04,2018,PIT,CIN,7,3,10,3,16,2,18,278,81.5,4,52,0.0769,0.1667,2018-09-04T23:05:00Z
531481,2018-09-04,2018,CWS,DET,3,8,11,1,24,4,18,336,82.5,1,48,0.0208,0.0556,2018-09-05T00:10:00Z
531482,2018-09-04,2018,CLE,KC,9,3,12,3,23,6,16,310,85.5,3,45,0.0667,0.1875,2018-09-04T23:10:00Z
531483,2018-09-04,2018,TEX,LAA,4,2,6,3,17,2,15,267,80.4,4,50,0.08,0.2,2018-09-05T00:05:00Z
531484,2018-09-04,2018,HOU,MIN,5,2,7,2,16,4,15,256,87.3,5,48,0.1042,0.1333,2018-09-05T00:10:00Z
531485,2018-09-04,2018,LAD,NYM,11,4,15,4,19,5,24,323,82.1,6,56,0.1071,0.1667,2018-09-05T02:10:00Z
531486,2018-09-04,2018,ATH,NYY,1,5,6,3,19,7,10,285,85.6,2,41,0.0488,0.3,2018-09-05T02:05:00Z
531487,2018-09-04,2018,MIA,PHI,4,9,13,4,17,12,20,331,84.4,5,56,0.0893,0.2,2018-09-04T23:10:00Z
531488,2018-09-04,2018,AZ,SD,6,0,6,0,20,5,12,264,89.7,5,40,0.125,0.0,2018-09-05T01:40:00Z
531489,2018-09-04,2018,COL,SF,6,2,8,3,22,10,18,305,83.7,3,44,0.0682,0.1667,2018-09-05T00:40:00Z
531490,2018-09-04,2018,WSH,STL,8,11,19,6,20,16,19,392,87.4,7,50,0.14,0.3158,2018-09-04T23:05:00Z
531491,2018-09-04,2018,TOR,TB,0,4,4,0,18,4,11,260,81.1,0,47,0.0,0.0,2018-09-04T23:07:00Z
531492,2018-09-05,2018,SEA,BAL,5,2,7,3,11,4,18,290,83.3,4,62,0.0645,0.1667,2018-09-06T02:10:00Z
531493,2018-09-05,2018,ATL,BOS,8,9,17,3,18,12,21,340,84.2,4,55,0.0727,0.1429,2018-09-05T16:10:00Z
531494,2018-09-05,2018,MIL,CHC,4,6,10,3,15,4,21,289,86.1,4,54,0.0741,0.1429,2018-09-06T00:10:00Z
531495,2018-09-05,2018,PIT,CIN,3,2,5,1,17,5,17,281,80.9,1,47,0.0213,0.0588,2018-09-05T23:05:00Z
531496,2018-09-05,2018,CWS,DET,2,10,12,4,17,7,21,340,84.6,6,57,0.1053,0.1905,2018-09-06T00:10:00Z
531497,2018-09-05,2018,CLE,KC,3,1,4,0,22,2,13,254,81.2,1,42,0.0238,0.0,2018-09-05T17:10:00Z
531498,2018-09-05,2018,TEX,LAA,3,9,12,4,15,6,22,314,87.0,2,59,0.0339,0.1818,2018-09-06T00:05:00Z
531499,2018-09-05,2018,HOU,MIN,9,1,10,3,16,13,15,304,83.6,4,46,0.087,0.2,2018-09-06T00:10:00Z
531500,2018-09-05,2018,LAD,NYM,3,7,10,2,21,2,16,259,81.2,1,47,0.0213,0.125,2018-09-05T23:35:00Z
531501,2018-09-05,2018,ATH,NYY,8,2,10,1,15,5,16,271,85.5,6,51,0.1176,0.0625,2018-09-06T02:05:00Z
531502,2018-09-05,2018,MIA,PHI,2,1,3,0,17,6,10,261,80.2,0,42,0.0,0.0,2018-09-05T23:10:00Z
531503,2018-09-05,2018,COL,SF,5,3,8,4,21,4,16,269,82.9,4,45,0.0889,0.25,2018-09-06T00:40:00Z
531504,2018-09-05,2018,WSH,STL,6,7,13,3,10,2,31,339,84.4,4,72,0.0556,0.0968,2018-09-05T23:05:00Z
531505,2018-09-05,2018,TOR,TB,10,3,13,4,19,8,22,292,84.5,5,54,0.0926,0.1818,2018-09-05T23:07:00Z
531506,2018-09-06,2018,AZ,ATL,6,7,13,3,20,7,24,362,84.8,4,64,0.0625,0.125,2018-09-07T01:40:00Z
531507,2018-09-06,2018,WSH,CHC,4,6,10,1,22,6,22,343,82.8,1,59,0.0169,0.0455,2018-09-06T23:05:00Z
531508,2018-09-06,2018,TOR,CLE,4,9,13,3,18,3,24,292,84.9,5,57,0.0877,0.125,2018-09-06T23:07:00Z
531509,2018-09-06,2018,CIN,SD,2,6,8,5,24,4,14,306,81.1,5,44,0.1136,0.3571,2018-09-06T22:40:00Z
531510,2018-09-07,2018,AZ,ATL,5,3,8,2,19,10,18,341,84.0,3,49,0.0612,0.1111,2018-09-08T01:40:00Z
531511,2018-09-07,2018,TB,BAL,14,2,16,5,21,11,16,333,83.0,4,44,0.0909,0.3125,2018-09-07T23:10:00Z
531513,2018-09-07,2018,TOR,CLE,3,2,5,2,30,7,17,369,80.8,2,51,0.0392,0.1176,2018-09-07T23:07:00Z
531514,2018-09-07,2018,BOS,HOU,3,6,9,1,23,6,18,300,84.8,1,48,0.0208,0.0556,2018-09-07T23:10:00Z
531515,2018-09-07,2018,MIN,KC,10,6,16,2,9,14,22,349,81.3,2,63,0.0317,0.0909,2018-09-08T00:10:00Z
531516,2018-09-07,2018,CWS,LAA,2,5,7,3,19,7,17,293,83.6,2,50,0.04,0.1765,2018-09-08T00:10:00Z
531517,2018-09-07,2018,COL,LAD,2,4,6,2,20,11,18,345,84.5,1,50,0.02,0.1111,2018-09-08T00:40:00Z
531518,2018-09-07,2018,PIT,MIA,5,3,8,3,17,4,16,287,86.1,3,49,0.0612,0.1875,2018-09-07T23:05:00Z
531519,2018-09-07,2018,SEA,NYY,0,4,4,2,22,2,9,260,83.0,1,41,0.0244,0.2222,2018-09-08T02:10:00Z
531520,2018-09-07,2018,NYM,PHI,3,4,7,4,21,3,10,281,81.1,4,42,0.0952,0.4,2018-09-07T23:10:00Z
531521,2018-09-07,2018,CIN,SD,12,6,18,5,21,5,22,286,82.8,4,49,0.0816,0.2273,2018-09-07T22:40:00Z
531522,2018-09-07,2018,MIL,SF,4,2,6,2,26,10,8,281,78.9,2,33,0.0606,0.25,2018-09-08T00:10:00Z
531523,2018-09-07,2018,DET,STL,5,3,8,3,22,5,14,278,84.9,4,44,0.0909,0.2143,2018-09-07T23:10:00Z
531524,2018-09-07,2018,ATH,TEX,8,4,12,4,16,12,18,325,83.8,3,52,0.0577,0.2222,2018-09-08T02:05:00Z
531512,2018-09-08,2018,WSH,CHC,6,5,11,3,20,11,13,315,84.8,6,41,0.1463,0.2308,2018-09-07T23:05:00Z
531525,2018-09-08,2018,AZ,ATL,4,5,9,1,14,14,16,363,84.1,2,60,0.0333,0.0625,2018-09-09T00:10:00Z
531526,2018-09-08,2018,TB,BAL,10,5,15,1,17,4,25,296,84.5,3,56,0.0536,0.04,2018-09-08T22:10:00Z
531527,2018-09-08,2018,WSH,CHC,10,3,13,0,15,9,15,273,84.8,0,51,0.0,0.0,2018-09-08T19:05:00Z
531528,2018-09-08,2018,TOR,CLE,8,9,17,5,15,11,29,378,85.3,9,68,0.1324,0.1724,2018-09-08T20:07:00Z
531529,2018-09-08,2018,BOS,HOU,3,5,8,3,16,8,21,303,84.1,4,57,0.0702,0.1429,2018-09-08T20:05:00Z
531530,2018-09-08,2018,MIN,KC,1,4,5,0,13,4,9,277,85.7,1,50,0.02,0.0,2018-09-08T23:10:00Z
531531,2018-09-08,2018,CWS,LAA,3,12,15,2,14,7,25,332,83.0,4,58,0.069,0.08,2018-09-08T23:10:00Z
531532,2018-09-08,2018,COL,LAD,4,2,6,3,22,4,13,286,88.8,4,40,0.1,0.2308,2018-09-09T00:10:00Z
531533,2018-09-08,2018,PIT,MIA,5,1,6,1,22,6,14,307,82.6,3,42,0.0714,0.0714,2018-09-08T17:05:00Z
531534,2018-09-08,2018,SEA,NYY,2,4,6,3,18,4,12,274,81.3,3,45,0.0667,0.25,2018-09-09T01:10:00Z
531535,2018-09-08,2018,NYM,PHI,10,5,15,3,15,11,25,301,81.7,2,58,0.0345,0.12,2018-09-08T23:10:00Z
531536,2018-09-08,2018,CIN,SD,7,2,9,2,13,5,13,195,85.9,2,36,0.0556,0.1538,2018-09-08T19:10:00Z
531537,2018-09-08,2018,MIL,SF,4,3,7,3,22,6,11,283,82.1,3,40,0.075,0.2727,2018-09-08T23:10:00Z
531538,2018-09-08,2018,DET,STL,4,3,7,2,21,9,10,285,81.4,2,41,0.0488,0.2,2018-09-08T22:10:00Z
531539,2018-09-08,2018,ATH,TEX,8,6,14,6,19,7,18,332,84.9,8,50,0.16,0.3333,2018-09-08T20:05:00Z
531540,2018-09-09,2018,AZ,ATL,5,9,14,4,16,14,17,344,83.5,2,52,0.0385,0.2353,2018-09-09T20:10:00Z
531541,2018-09-09,2018,TB,BAL,8,3,11,2,15,6,22,300,80.9,5,55,0.0909,0.0909,2018-09-09T17:10:00Z
531543,2018-09-09,2018,TOR,CLE,6,2,8,4,19,6,12,289,83.5,3,45,0.0667,0.3333,2018-09-09T17:07:00Z
531544,2018-09-09,2018,BOS,HOU,6,5,11,3,14,6,25,303,83.5,4,60,0.0667,0.12,2018-09-10T00:05:00Z
531545,2018-09-09,2018,MIN,KC,3,1,4,2,17,7,10,265,82.4,1,44,0.0227,0.2,2018-09-09T18:10:00Z
531546,2018-09-09,2018,CWS,LAA,0,1,1,0,28,7,10,299,78.1,0,35,0.0,0.0,2018-09-09T18:10:00Z
531547,2018-09-09,2018,COL,LAD,6,9,15,5,18,8,22,360,85.3,7,58,0.1207,0.2273,2018-09-09T19:10:00Z
531549,2018-09-09,2018,SEA,NYY,3,2,5,0,17,5,14,275,82.5,1,47,0.0213,0.0,2018-09-09T20:10:00Z
531550,2018-09-09,2018,NYM,PHI,6,4,10,3,16,8,16,299,81.5,2,51,0.0392,0.1875,2018-09-09T17:10:00Z
531551,2018-09-09,2018,CIN,SD,6,7,13,4,23,9,19,335,83.6,2,49,0.0408,0.2105,2018-09-09T20:10:00Z
531552,2018-09-09,2018,MIL,SF,6,3,9,2,13,4,14,269,85.1,4,51,0.0784,0.1429,2018-09-09T18:10:00Z
531553,2018-09-09,2018,DET,STL,2,5,7,0,14,6,12,267,79.5,0,51,0.0,0.0,2018-09-09T17:10:00Z
531554,2018-09-09,2018,ATH,TEX,7,3,10,1,11,10,13,279,87.5,1,49,0.0204,0.0769,2018-09-09T20:05:00Z
531555,2018-09-10,2018,COL,AZ,13,2,15,2,18,5,25,264,85.4,3,53,0.0566,0.08,2018-09-11T00:40:00Z
531556,2018-09-10,2018,SF,ATL,1,4,5,0,15,3,10,262,82.4,1,48,0.0208,0.0,2018-09-11T02:15:00Z
531557,2018-09-10,2018,KC,CWS,4,3,7,4,13,2,16,262,83.2,7,57,0.1228,0.25,2018-09-11T00:15:00Z
531558,2018-09-10,2018,TB,CLE,6,5,11,2,23,10,17,365,81.5,1,47,0.0213,0.1176,2018-09-10T23:10:00Z
531559,2018-09-10,2018,DET,HOU,2,3,5,0,20,5,12,248,82.5,1,46,0.0217,0.0,2018-09-10T22:10:00Z
531560,2018-09-10,2018,CIN,LAD,10,6,16,3,21,9,23,332,82.7,2,53,0.0377,0.1304,2018-09-10T22:40:00Z
531562,2018-09-10,2018,CHC,MIL,2,3,5,0,18,9,16,299,83.5,2,47,0.0426,0.0,2018-09-11T00:05:00Z
531563,2018-09-10,2018,MIN,NYY,2,7,9,1,13,10,21,349,86.4,5,61,0.082,0.0476,2018-09-11T00:10:00Z
531564,2018-09-10,2018,STL,PIT,8,7,15,4,16,3,22,274,82.9,6,56,0.1071,0.1818,2018-09-11T00:15:00Z
531565,2018-09-10,2018,LAA,TEX,2,5,7,1,12,8,15,288,83.8,3,58,0.0517,0.0667,2018-09-11T02:07:00Z
531566,2018-09-11,2018,PHI,WSH,6,7,13,3,18,12,19,378,81.7,6,57,0.1053,0.1579,2018-09-10T23:05:00Z
531567,2018-09-11,2018,COL,AZ,3,6,9,1,14,5,19,277,84.4,3,56,0.0536,0.0526,2018-09-12T00:40:00Z
531568,2018-09-11,2018,SF,ATL,1,4,5,1,12,6,15,243,85.7,2,54,0.037,0.0667,2018-09-12T02:15:00Z
531569,2018-09-11,2018,KC,CWS,6,3,9,0,14,8,15,271,82.6,0,49,0.0,0.0,2018-09-12T00:15:00Z
531570,2018-09-11,2018,TB,CLE,0,2,2,2,17,6,12,263,83.4,2,49,0.0408,0.1667,2018-09-11T23:10:00Z
531571,2018-09-11,2018,DET,HOU,4,5,9,4,16,9,14,333,85.6,3,51,0.0588,0.2857,2018-09-11T22:40:00Z
531572,2018-09-11,2018,CIN,LAD,3,1,4,3,20,5,15,257,80.0,3,43,0.0698,0.2,2018-09-11T22:40:00Z
531573,2018-09-11,2018,NYM,MIA,3,5,8,3,19,7,12,287,83.8,5,46,0.1087,0.25,2018-09-11T23:10:00Z
531574,2018-09-11,2018,CHC,MIL,3,0,3,0,20,4,6,262,84.8,1,38,0.0263,0.0,2018-09-12T00:05:00Z
531575,2018-09-11,2018,MIN,NYY,10,5,15,2,12,12,18,303,81.0,1,52,0.0192,0.1111,2018-09-12T00:10:00Z
531576,2018-09-11,2018,BAL,ATH,2,3,5,1,20,4,13,267,83.0,1,46,0.0217,0.0769,2018-09-11T23:05:00Z
531577,2018-09-11,2018,STL,PIT,11,5,16,1,19,8,21,308,82.9,2,53,0.0377,0.0476,2018-09-12T00:15:00Z
531578,2018-09-11,2018,SEA,SD,1,2,3,1,12,4,15,253,83.6,1,56,0.0179,0.0667,2018-09-12T02:10:00Z
531579,2018-09-11,2018,LAA,TEX,1,0,1,1,11,5,4,251,85.8,3,43,0.0698,0.25,2018-09-12T02:07:00Z
531580,2018-09-11,2018,BOS,TOR,7,2,9,1,17,7,12,309,84.3,3,44,0.0682,0.0833,2018-09-11T23:10:00Z
531581,2018-09-11,2018,PHI,WSH,1,3,4,1,19,9,15,340,82.0,0,45,0.0,0.0667,2018-09-11T19:05:00Z
531582,2018-09-12,2018,COL,AZ,5,4,9,4,20,4,17,279,82.7,4,47,0.0851,0.2353,2018-09-13T00:40:00Z
531583,2018-09-12,2018,SF,ATL,1,2,3,0,16,10,15,293,81.2,1,50,0.02,0.0,2018-09-12T19:45:00Z
531584,2018-09-12,2018,KC,CWS,2,4,6,2,23,14,14,376,83.6,4,56,0.0714,0.1429,2018-09-13T00:15:00Z
531585,2018-09-12,2018,TB,CLE,3,1,4,2,19,5,8,239,83.9,1,39,0.0256,0.25,2018-09-12T17:10:00Z
531586,2018-09-12,2018,DET,HOU,4,5,9,2,19,7,14,301,82.1,1,49,0.0204,0.1429,2018-09-12T17:10:00Z
531587,2018-09-12,2018,CIN,LAD,1,8,9,2,19,8,16,306,81.0,3,51,0.0588,0.125,2018-09-12T16:35:00Z
531588,2018-09-12,2018,NYM,MIA,13,0,13,3,15,3,19,267,81.4,2,56,0.0357,0.1579,2018-09-12T20:10:00Z
531589,2018-09-12,2018,CHC,MIL,1,5,6,1,18,7,17,282,84.9,2,51,0.0392,0.0588,2018-09-13T00:05:00Z
531590,2018-09-12,2018,MIN,NYY,3,1,4,0,15,3,9,271,84.8,3,44,0.0682,0.0,2018-09-13T00:10:00Z
531591,2018-09-12,2018,BAL,ATH,0,10,10,1,13,5,16,279,86.4,2,57,0.0351,0.0625,2018-09-12T23:05:00Z
531592,2018-09-12,2018,STL,PIT,3,4,7,0,18,5,17,276,82.8,0,52,0.0,0.0,2018-09-12T17:15:00Z
531593,2018-09-12,2018,SEA,SD,4,5,9,4,18,4,16,296,84.1,6,53,0.1132,0.25,2018-09-12T22:40:00Z
531594,2018-09-12,2018,LAA,TEX,8,1,9,4,14,5,19,264,87.2,5,54,0.0926,0.2105,2018-09-13T02:07:00Z
531595,2018-09-12,2018,BOS,TOR,1,0,1,0,16,7,8,243,86.3,1,41,0.0244,0.0,2018-09-12T23:10:00Z
531596,2018-09-12,2018,PHI,WSH,1,5,6,4,19,2,14,277,83.9,4,48,0.0833,0.2857,2018-09-12T23:05:00Z
531542,2018-09-13,2018,WSH,CHC,3,4,7,2,12,8,17,319,82.0,4,63,0.0635,0.1176,2018-09-09T17:35:00Z
531561,2018-09-13,2018,NYM,MIA,5,2,7,2,17,6,13,291,78.1,2,47,0.0426,0.1538,2018-09-10T23:10:00Z
531597,2018-09-13,2018,COL,AZ,10,3,13,3,18,5,23,255,83.1,3,51,0.0588,0.1304,2018-09-13T19:10:00Z
531598,2018-09-13,2018,STL,LAD,7,9,16,2,18,5,28,309,85.7,6,62,0.0968,0.0714,2018-09-13T23:15:00Z
531599,2018-09-13,2018,NYM,MIA,4,3,7,5,15,7,9,282,83.3,5,45,0.1111,0.5556,2018-09-13T19:10:00Z
531600,2018-09-13,2018,KC,MIN,6,4,10,3,13,8,15,306,84.3,3,53,0.0566,0.2,2018-09-14T00:15:00Z
531601,2018-09-13,2018,BAL,ATH,5,3,8,1,16,5,21,279,80.5,1,51,0.0196,0.0476,2018-09-13T23:05:00Z
531602,2018-09-13,2018,LAA,SEA,2,8,10,2,14,10,18,322,87.0,3,55,0.0545,0.1111,2018-09-14T02:07:00Z
531603,2018-09-13,2018,BOS,TOR,4,3,7,3,16,2,16,252,84.2,3,52,0.0577,0.1875,2018-09-13T23:10:00Z
531604,2018-09-14,2018,HOU,AZ,2,4,6,0,17,11,15,311,84.9,0,49,0.0,0.0,2018-09-15T00:10:00Z
531605,2018-09-14,2018,BAL,CWS,6,8,14,5,19,10,17,336,83.5,5,51,0.098,0.2941,2018-09-14T23:05:00Z
531606,2018-09-14,2018,CHC,CIN,3,2,5,3,15,5,16,293,83.7,3,50,0.06,0.1875,2018-09-15T00:05:00Z
531607,2018-09-14,2018,SF,COL,2,0,2,0,13,2,10,235,82.1,0,47,0.0,0.0,2018-09-15T02:15:00Z
531608,2018-09-14,2018,CLE,DET,4,5,9,3,17,4,17,278,85.0,4,53,0.0755,0.1765,2018-09-14T23:10:00Z
531609,2018-09-14,2018,STL,LAD,0,3,3,2,22,6,9,284,82.7,3,39,0.0769,0.2222,2018-09-15T00:15:00Z
531610,2018-09-14,2018,PHI,MIA,14,2,16,6,13,6,27,300,85.1,7,62,0.1129,0.2222,2018-09-14T23:05:00Z
531611,2018-09-14,2018,KC,MIN,8,4,12,2,16,8,24,311,84.6,4,59,0.0678,0.0833,2018-09-15T00:15:00Z
531612,2018-09-14,2018,BOS,NYM,0,8,8,4,18,8,13,299,84.0,4,47,0.0851,0.3077,2018-09-14T23:10:00Z
531613,2018-09-14,2018,TB,ATH,1,2,3,1,17,6,9,284,79.4,1,48,0.0208,0.1111,2018-09-14T23:10:00Z
531614,2018-09-14,2018,MIL,PIT,7,4,11,4,19,8,18,325,84.3,5,49,0.102,0.2222,2018-09-15T00:10:00Z
531615,2018-09-14,2018,LAA,SEA,0,5,5,0,20,5,15,316,84.1,3,49,0.0612,0.0,2018-09-15T02:07:00Z
531616,2018-09-14,2018,SD,TEX,0,4,4,1,18,5,14,263,81.4,0,44,0.0,0.0714,2018-09-15T02:10:00Z
531617,2018-09-14,2018,NYY,TOR,11,0,11,2,16,10,21,305,82.1,2,55,0.0364,0.0952,2018-09-14T23:05:00Z
531618,2018-09-14,2018,ATL,WSH,10,5,15,1,13,11,22,340,83.8,4,58,0.069,0.0455,2018-09-14T23:35:00Z
531619,2018-09-15,2018,HOU,AZ,10,4,14,3,16,9,18,283,83.6,0,52,0.0,0.1667,2018-09-15T23:10:00Z
531620,2018-09-15,2018,BAL,CWS,0,2,2,1,15,4,11,264,81.7,1,46,0.0217,0.0909,2018-09-15T23:05:00Z
531621,2018-09-15,2018,CHC,CIN,1,0,1,0,23,4,8,263,80.1,0,34,0.0,0.0,2018-09-15T20:05:00Z
531622,2018-09-15,2018,SF,COL,3,0,3,0,12,2,15,226,87.9,2,50,0.04,0.0,2018-09-16T01:05:00Z
531623,2018-09-15,2018,CLE,DET,15,0,15,3,11,10,20,339,82.7,1,61,0.0164,0.15,2018-09-15T19:10:00Z
531624,2018-09-15,2018,STL,LAD,4,17,21,6,20,14,21,335,83.3,7,53,0.1321,0.2857,2018-09-15T17:05:00Z
531625,2018-09-15,2018,PHI,MIA,5,4,9,1,22,4,10,284,84.4,3,41,0.0732,0.1,2018-09-15T23:05:00Z
531626,2018-09-15,2018,KC,MIN,10,3,13,0,13,3,26,305,85.8,0,64,0.0,0.0,2018-09-15T23:15:00Z
531627,2018-09-15,2018,BOS,NYM,5,3,8,1,18,7,12,316,80.1,4,45,0.0889,0.0833,2018-09-15T20:05:00Z
531628,2018-09-15,2018,TB,ATH,7,5,12,4,16,7,21,311,82.5,4,53,0.0755,0.1905,2018-09-15T22:10:00Z
531629,2018-09-15,2018,MIL,PIT,1,3,4,1,16,6,12,295,82.2,1,47,0.0213,0.0833,2018-09-15T23:10:00Z
531630,2018-09-15,2018,LAA,SEA,5,6,11,6,14,6,20,272,85.7,5,57,0.0877,0.3,2018-09-16T01:07:00Z
531631,2018-09-15,2018,SD,TEX,3,6,9,2,15,8,17,313,85.5,3,54,0.0556,0.1176,2018-09-16T00:40:00Z
531632,2018-09-15,2018,NYY,TOR,7,8,15,7,25,9,24,351,81.3,3,52,0.0577,0.2917,2018-09-15T20:05:00Z
531633,2018-09-15,2018,ATL,WSH,1,7,8,0,13,18,9,347,81.7,2,49,0.0408,0.0,2018-09-15T17:05:00Z
531634,2018-09-16,2018,HOU,AZ,5,4,9,3,16,5,17,278,81.2,1,50,0.02,0.1765,2018-09-16T18:10:00Z
531635,2018-09-16,2018,BAL,CWS,8,4,12,5,18,7,20,317,82.1,4,54,0.0741,0.25,2018-09-16T17:05:00Z
531636,2018-09-16,2018,CHC,CIN,1,2,3,2,14,8,11,265,84.4,5,49,0.102,0.1818,2018-09-16T18:20:00Z
531637,2018-09-16,2018,SF,COL,2,3,5,0,21,7,14,282,84.6,0,45,0.0,0.0,2018-09-16T20:05:00Z
531638,2018-09-16,2018,CLE,DET,4,6,10,2,15,2,20,260,83.9,1,58,0.0172,0.1,2018-09-16T17:10:00Z
531639,2018-09-16,2018,STL,LAD,5,0,5,1,23,6,12,293,83.3,1,38,0.0263,0.0833,2018-09-17T00:05:00Z
531640,2018-09-16,2018,PHI,MIA,4,6,10,2,21,3,16,312,82.5,3,50,0.06,0.125,2018-09-16T17:35:00Z
531641,2018-09-16,2018,KC,MIN,6,9,15,5,17,3,31,328,87.5,6,63,0.0952,0.1613,2018-09-16T18:15:00Z
531642,2018-09-16,2018,BOS,NYM,4,3,7,1,18,4,12,279,85.0,4,43,0.093,0.0833,2018-09-16T17:05:00Z
531643,2018-09-16,2018,TB,ATH,5,4,9,3,10,8,13,276,84.5,4,51,0.0784,0.2308,2018-09-16T17:10:00Z
531644,2018-09-16,2018,MIL,PIT,2,3,5,2,17,7,10,274,81.5,2,45,0.0444,0.2,2018-09-16T18:10:00Z
531645,2018-09-16,2018,LAA,SEA,4,3,7,3,18,3,14,253,81.3,3,44,0.0682,0.2143,2018-09-16T20:07:00Z
